characters_araber;Araber
sequences_a11_eingangsbereich_seq_a11_eingangsbereich_oehi_direktor_erstmalig#12;[The director's lays his hands on his face.]
texts_a11_haupthalle_geheimtuer_mo_leave_1;Entrer dans la cave secrète.
sequences_a11_haupthalle_geheimtuer_leave_1#1;[Ohio goes back through the secret door in the basement.]
texts_a11_haupthalle_kanope_affe_mo_ex_1;Examiner le vase canope à tête de babouin
spokentexts_a11_haupthalle_kanope_affe_ex_1_st_1_direction;reads
spokentexts_a11_haupthalle_kanope_affe_ex_1_st_1;"""Hâpi, poumons."""
texts_a11_haupthalle_kanope_erklaerungstafel_mo_ex_1__2;Examiner le tableau
spokentexts_a11_haupthalle_kanope_erklaerungstafel_ex_1_st_1_direction;reads
spokentexts_a11_haupthalle_kanope_erklaerungstafel_ex_1_st_1;"""Les quatre Fils d'Horus, Amset, Hapi, Douamoutef and Qebehsenouf, sont les enfants du dieu Horus l'Ancien Elder et de la déesse Isis."""
spokentexts_a11_haupthalle_kanope_erklaerungstafel_ex_1_st_2_direction;reads
spokentexts_a11_haupthalle_kanope_erklaerungstafel_ex_1_st_2;"""Ils sont censé protéger les vase canopes qui contenaient les organes internes des personnes momifiées en Egypte antique."
spokentexts_a11_haupthalle_kanope_erklaerungstafel_ex_1_st_3_direction;reads
spokentexts_a11_haupthalle_kanope_erklaerungstafel_ex_1_st_3;"""En tant que génies divins, ils sont associés aux quatre points cardinaux. C'est la raison pour laquelle leurs noms étaient inscrits aux quatre coins des cercueils à la période du Moyen Empire."""
spokentexts_a11_haupthalle_kanope_erklaerungstafel_ex_1_st_4;Aha ! Quatre fils, quatre points cardinaux !
spokentexts_a11_haupthalle_kanope_erklaerungstafel_ex_2_st_1;Chacun des Fils d'Horus est associé à un point cardinal.
spokentexts_a11_haupthalle_kanope_erklaerungstafel_ex_2_st_2;La question étant de savoir à quel point cardinal correspond chacun des fils.
spokentexts_a11_haupthalle_kanope_erklaerungstafel_ex_2_st_3;D'après le signe près du sarcophage, je sais que Hâpi correspond au Nord, Amset au Sud, Qebehsenouf à l'Ouest et Douamoutef à l'Est.
texts_a11_haupthalle_kanope_mensch_mo_ex_1;Examiner le vase canope à tête humaine 
spokentexts_a11_haupthalle_kanope_mensch_ex_1_st_1_direction;reads
spokentexts_a11_haupthalle_kanope_mensch_ex_1_st_1;"La pancarte lit : ""Amset, foie."""
texts_a11_haupthalle_kanope_schakal_mo_ex_1;Examiner le vase canope à tête de chacal
spokentexts_a11_haupthalle_kanope_schakal_ex_1_st_1_direction;reads
spokentexts_a11_haupthalle_kanope_schakal_ex_1_st_1;"Ici nous avons : ""Douamoutef, estomac."""
texts_a11_haupthalle_kanope_vogel_mo_ex_1;Examiner le vase canope à tête de faucon
spokentexts_a11_haupthalle_kanope_vogel_ex_1_st_1_direction;reads
spokentexts_a11_haupthalle_kanope_vogel_ex_1_st_1;"""Qebehsenouf, intestins."""
texts_a11_haupthalle_kanopen_mo_ex_1a__1b__2;Examiner les vases canopes
spokentexts_a11_haupthalle_kanopen_ex_1a_st_1;Divers récipients. Peut être contiennent-ils des objets funéraires.
spokentexts_a11_haupthalle_kanopen_ex_1b_st_1;Les couvercles ont la forme d'animaux et d'une personne. Ca ne m'avance pas beaucoup.
spokentexts_a11_haupthalle_kanopen_ex_2_st_1;Ce doivent être les vases canopes dont m'a parlé le directeur. Un vase pour chacun des quatre Fils d'Horus.
texts_a11_haupthalle_sarkophag_erklaerungstafel_mo_ex_1__2;Examiner la pancarte
spokentexts_a11_haupthalle_sarkophag_erklaerungstafel_ex_1_st_1_direction;reads
spokentexts_a11_haupthalle_sarkophag_erklaerungstafel_ex_1_st_1;"""Sarcophage de l'Ancien Empire... Hmm... Souverain inconnu..."" C'est parti !"
spokentexts_a11_haupthalle_sarkophag_erklaerungstafel_ex_1_st_2_direction;reads
spokentexts_a11_haupthalle_sarkophag_erklaerungstafel_ex_1_st_2;"""Sur le devant se trouvent les dieux tutélaires Amset et Hâpi."""
spokentexts_a11_haupthalle_sarkophag_erklaerungstafel_ex_1_st_3_direction;reads
spokentexts_a11_haupthalle_sarkophag_erklaerungstafel_ex_1_st_3;"""Plus tard la tradition voulait que les quatre Fils d'Horus soient représentés sur chacun des quatre côtés du sarcophage."" Chaque fils correspondait à un point cardinal."""
spokentexts_a11_haupthalle_sarkophag_erklaerungstafel_ex_1_st_4_direction;reads
spokentexts_a11_haupthalle_sarkophag_erklaerungstafel_ex_1_st_4;"""Hâpi le Nord, Amset le Sud, Qebehsenouf l'Ouest et Douamoutef l'Est."""
spokentexts_a11_haupthalle_sarkophag_erklaerungstafel_ex_2_st_1;Chacun des Fils d'Horus est associé à un point cardinal et à un symbole.
spokentexts_a11_haupthalle_sarkophag_erklaerungstafel_ex_2_st_2;Hâpi est le Nord, Amset est le Sud, Qebehsenouf est l'Ouest et Douamoutef est l'Est.
texts_a11_haupthalle_sarkophag_mo_ex_1;Examiner le sarcophage
spokentexts_a11_haupthalle_sarkophag_ex_1_st_1;Le musée a encore beaucoup à offrir, et ce malgré la destruction insensée dans la salle au trésor.
sequences_a11_haupthalle_sarkophag_ex_2#1;[Ohi goes to the sarcophagus, looks at him.]
spokentexts_a11_haupthalle_sarkophag_ex_2_st_1;Deux des quatre Fils d'Horus sont visibles sur le devant du sarcophage. Un homme et un singe.
texts_a11_haupthalle_treppe_mo_leave_1;Aller vers l'entrée
sequences_a11_haupthalle_treppe_leave_1#1;[Ohio begins to go up the stairs towards the entrance.]
texts_a11_items_funkanlage_mo_ex_1;Examiner le poste de radio
spokentexts_a11_items_funkanlage_ex_1_st_1;Un vestige de la guerre, je pense.
spokentexts_a11_items_funkanlage_ex_1_st_2;Et pourquoi pas ? Si haut au dessus de la ville... C'est un endroit parfait pour installer une radio en secret.
texts_a11_rabennest_stuhl_mo_ex_1;Examiner la chaise
spokentexts_a11_rabennest_stuhl_ex_1_st_1_direction;Heavy Breathing
spokentexts_a11_rabennest_stuhl_ex_1_st_1;La chaise est le seule objet qui n'est pas couvert de poussière. On dirait que quelqu'un l'a utilisée récemment.
sequences_a11_rabennest_stuhl_ex_1#2;[Ohi goes around the chair, looking at him more closely.]
spokentexts_a11_rabennest_stuhl_ex_1_st_2_direction;Heavy Breathing
spokentexts_a11_rabennest_stuhl_ex_1_st_2;Des menottes.
spokentexts_a11_rabennest_stuhl_ex_1_st_3_direction;Breathing slightly better
spokentexts_a11_rabennest_stuhl_ex_1_st_3;Pas ce à quoi je m'attendais. Quelqu'un a-t-il été interrogé ici ?
sequences_a11_rabennest_stuhl_ex_1#13;[Behind Ohi the floor creaks. Ohi gets startled, but don't turns.]
spokentexts_a11_rabennest_stuhl_ex_1_st_4_direction;Startled, swallow
spokentexts_a11_rabennest_stuhl_ex_1_st_4;Hhh. Hgm.
sequences_a11_rabennest_stuhl_ex_1#6;[Cut to a dark corner.]
sequences_a11_rabennest_stuhl_ex_1#7;[A shadow moves. The tips of the shoes of the man step into the light, and the rest remains in the dark.]
sequences_a11_rabennest_stuhl_ex_1#8;[Cut back.]
sequences_a11_rabennest_stuhl_ex_1#9;[Ohi turns anxious, takes a step back. Then he pulled himself together and takes attitude.]
spokentexts_a11_rabennest_stuhl_ex_1_st_5_direction;trying to sound brave
spokentexts_a11_rabennest_stuhl_ex_1_st_5;Le Corbeau, si je ne m'abuse ?
sequences_a11_rabennest_stuhl_ex_1#11;[The man nods.]
spokentexts_a11_rabennest_stuhl_ex_1_st_6;Pourquoi ne pas venir dans la lumière...
texts_a11_rabennest_taubennester_mo_ex_1;Regarder les nids de pigeon
spokentexts_a11_rabennest_taubennester_ex_1_st_1;Un vieux toit comme celui-ci doit être un vrai paradis pour les pigeons. On dirait qu'il y en a des dizaines ici.
spokentexts_a11_rabennest_taubennester_ex_1_st_2;Je ne les vois pas, mais je les entends...
spokentexts_a11_rabennest_taubennester_ex_1_st_3;...et je les sens.
texts_a11_rabennest_treppe_mo_leave_1;Retourner en bas
spokentexts_a11_rabennest_treppe_leave_1_st_1_direction;Heavy Breathing
spokentexts_a11_rabennest_treppe_leave_1_st_1;Je viens juste d'arriver !
spokentexts_a11_rabennest_treppe_leave_1_st_2_direction;Heavy Breathing
spokentexts_a11_rabennest_treppe_leave_1_st_2;Je ne vais certainement redescendre avant d'avoir trouvé quelque chose ici.
texts_a11_rabennest_ventilator_mo_ex_1;Examiner le ventilateur
texts_a11_rabennest_ventilator_mo_use_1;Allumer le ventilateur
spokentexts_a11_rabennest_ventilator_ex_1_st_1;Ce doit être invivable ici en plein été.
spokentexts_a11_rabennest_ventilator_ex_1_st_2;Mais aujourd'hui c'est supportable.
spokentexts_a11_rabennest_ventilator_use_1_st_1;Je ferais mieux de l'éteindre.
spokentexts_a11_rabennest_ventilator_use_1_st_2;Il ne serait bon qu'à déplacer la poussière.
sequences_a11_rabennest_seq_a11_rabennest_ankunft#0;[Fade in. We see the exit toward the stairs.]
sequences_a11_rabennest_seq_a11_rabennest_ankunft#1;[Ohi is going up the last stairs, keeps itself with last power on to a wall (idle).]
spokentexts_a11_rabennest_seq_a11_rabennest_ankunft_st_2_direction;severely out of breath
spokentexts_a11_rabennest_seq_a11_rabennest_ankunft_st_2;Au moins deux cents marches ! Et une échelle ! Ce n'est plus de mon âge.
sequences_a11_rabennest_seq_a11_rabennest_ankunft#5;[Ohi is letting the wall, stands up to normal.]
spokentexts_a11_rabennest_seq_a11_rabennest_falsch_geraten_st_1;Faux, Officier Zellner.
sequences_a11_rabennest_seq_a11_rabennest_falsch_geraten#1;[Short pause. Then the butler peels out of the darkness turns into light.]
spokentexts_a11_rabennest_seq_a11_rabennest_falsch_geraten_st_2_direction;unbelieving
spokentexts_a11_rabennest_seq_a11_rabennest_falsch_geraten_st_2;Mr Inch...
sequences_a11_rabennest_seq_a11_rabennest_falsch_geraten#3;[The Butler indictaes a bow.]
spokentexts_a11_rabennest_seq_a11_rabennest_falsch_geraten_st_3;Impressionnant que vous soyez arrivé jusqu'ici.
spokentexts_butler_top_a11_butler_raten_butler_tseq_st_3;Moi qui pensait que Legrand serait mon adversaire le plus coriace...
spokentexts_butler_top_a11_butler_raten_butler_tseq_st_4;Mais apparemment j'aurais dû avoir plus de respect pour l'âge.
texts_a11_keller_dokumente_mo_ex_1__2;Examiner le bureau
spokentexts_a11_keller_dokumente_ex_1_st_1_direction;loud
spokentexts_a11_keller_dokumente_ex_1_st_1;Eclairez par ici, s'il vous plait !
sequences_a11_keller_dokumente_ex_1#4;[The guard lights on the desk.]
spokentexts_a11_keller_dokumente_ex_1_st_2;Intéressant. Des documents, des cartes, des lettres...
spokentexts_a11_keller_dokumente_ex_1_st_3;Ils ont tous au moins 20 ou 30 ans.
spokentexts_a11_keller_dokumente_ex_2_st_1_direction;loud
spokentexts_a11_keller_dokumente_ex_2_st_1;Eclairez le bureau à nouveau !
sequences_a11_keller_dokumente_ex_2#4;[The guard lights on the desk.]
spokentexts_a11_keller_dokumente_ex_2_st_2;Je me demande comment le Corbeau a appris l'existence de cette cave secrète.
spokentexts_a11_keller_dokumente_ex_2_st_3_direction;thoughtfully
spokentexts_a11_keller_dokumente_ex_2_st_3;Il a dû faire des recherches et soudoyer quelqu'un pour les informations manquantes.
texts_a11_keller_klappe_mo_ex_1;Examiner la porte
texts_a11_keller_klappe_mo_leave_1;Aller dans le hall principal
texts_a11_keller_klappe_mo_use_1;Ouvrir la porte
spokentexts_a11_keller_klappe_ex_1_st_1;Qu'est-ce que c'est que ça ?
spokentexts_a11_keller_klappe_ex_1_st_2_direction;loud
spokentexts_a11_keller_klappe_ex_1_st_2;Hey ! Ne vous éloignez pas trop !
spokentexts_a11_keller_klappe_ex_1_st_3_direction;loud
spokentexts_a11_keller_klappe_ex_1_st_3;Descendez et arrêtez moi !
spokentexts_a11_keller_klappe_ex_1_st_4_direction;loud
spokentexts_a11_keller_klappe_ex_1_st_4;Ou restez là haut et éclairez moi !
sequences_a11_keller_klappe_ex_1#5;[The guard lights in Ohis direction.]
spokentexts_a11_keller_klappe_ex_1_st_5;Intéressant... Une sorte de porte en bois.
spokentexts_a11_keller_klappe_ex_1_st_6;Il y a deux charnières de ce côté, et une sorte de crochet en métal qui maintient la porte fermée.
spokentexts_a11_keller_klappe_ex_2_st_1;Je dois me dépêcher. Les portes vont bien finir par s'ouvrir et ensuite le musée sera envahi.
sequences_a11_keller_klappe_leave_1#1;[Ohi goes from the basement to the big hall.]
spokentexts_a11_keller_klappe_leave_2_st_1;Non. Le Corbeau s'est échappé par les escaliers. Chaque minute compte !
spokentexts_a11_keller_klappe_leave_2_st_2;L'Officier Oliver et le directeur peuvent ouvrir les portes et retrouver Legrand et les autres. Je dois aller en haut !
spokentexts_a11_keller_klappe_use_1_st_1_direction;slightly annoyed, loud
spokentexts_a11_keller_klappe_use_1_st_1;Officier ! De la lumière !
sequences_a11_keller_klappe_use_1#4;[The guard lights toward the door.]
sequences_a11_keller_klappe_use_1#5;[Ohi opens the lock, opens the flap. Light shines through two small round peepholes.]
sequences_a11_keller_klappe_use_1#6;[Cut to the big hall with the speaking statue.]
sequences_a11_keller_klappe_use_1#7;[In the near of the statue you can see the two small holes in the wall decoration.]
spokentexts_a11_keller_klappe_use_1_st_2_direction;muffled from behind the wall, ghostly voice
spokentexts_a11_keller_klappe_use_1_st_2;Je suis la statue qui parle ! Jaime beaucoup apprendre des gros mots aux jeunes garçons !
spokentexts_a11_keller_klappe_use_1_st_3_direction;muffled from behind the wall
spokentexts_a11_keller_klappe_use_1_st_3;Au moins cette énigme est résolue.
sequences_a11_keller_klappe_use_1#10;[Cut back to the basement.]
sequences_a11_keller_klappe_use_1#11;[Ohi takes a step back, looks at the wall.]
spokentexts_a11_keller_klappe_use_1_st_4;Des trous... Et j'imagine que... Oui !
sequences_a11_keller_klappe_use_1#13;[Ohi pulls a bolt, which he has discovered, and presses the secret door to the big hall.]
sequences_a11_keller_klappe_use_1#14;[Cut to the big hall.]
sequences_a11_keller_klappe_use_1#15;[Ohi comes out of the secret door, he's looking around.]
spokentexts_a11_keller_klappe_use_1_st_5;Hmm. Le Corbeau n'a pas pu partir par là. Nous l'aurions remarqué et il n'aurait pas pu fermer le verrou de l'extérieur.
spokentexts_a11_keller_klappe_use_1_st_6;Il doit y avoir une autre entrée.
spokentexts_a11_keller_klappe_use_st_9;Je suis certain qu'il s'est échappé par l'autre porte secrète.
sequences_a11_keller_klappe_use_1#18;[Ohi goes back to the cellar.]
sequences_a11_keller_klappe_use_1#19;[Cut back to the basement.]
spokentexts_a11_keller_klappe_use_1_st_7_direction;loud
spokentexts_a11_keller_klappe_use_1_st_7;Pourquoi est-ce si lumineux ici tout à coup ?
spokentexts_a11_keller_klappe_use_1_st_8_direction;loud
spokentexts_a11_keller_klappe_use_1_st_8;J'ai trouvé l'interrupteur.
texts_a11_keller_lichtschalter_mo_ex_1;Examiner l'interrupteur
spokentexts_a11_keller_lichtschalter_ex_1_st_1;Il y avait une lampe qui pendait là. Maintenant il ne reste plus que la douille. L'ampoule a été détruite par l'explosion.
texts_a11_keller_loch_mo_talk_mit_1-3;Parler à l'Officier Oliver
spokentexts_a11_keller_loch_ex_1_st_1;Robert Oliver. Le projecteur humain !
spokentexts_a11_keller_loch_talk_mit_1_st_1;Vous allez bien ?
spokentexts_a11_keller_loch_talk_mit_1_st_2;Oui, Oui. Avez-vous trouvé un chemin pour s'échapper ?
spokentexts_a11_keller_loch_talk_mit_1_st_3;J'y travaille.
sequences_a11_keller_loch_talk_mit_2#1;[Ohi goes to the hole, looks up.]
spokentexts_a11_keller_loch_talk_mit_2_st_1;Pour la dernière fois, j'ai besoin de la lampe torche, Robert. J'en ai besoin MAINTENANT.
spokentexts_a11_keller_loch_talk_mit_2_st_2;Attendons Legrand. Le Corbeau est pris au piège et l'inspecteur ne devrait pas tarder !
spokentexts_a11_keller_loch_talk_mit_3_st_1;L'Officier Oliver a de bonnes intentions, mais ça ne fait pas de lui l'homme le plus adapté à la situation.
spokentexts_a11_keller_loch_talk_mit_3_st_2_direction;loud
spokentexts_a11_keller_loch_talk_mit_3_st_2;Tout va bien, Robert ? Ou les momies vous ont-elles déjà attrapé ?
spokentexts_a11_keller_loch_talk_mit_3_st_3_direction;offended
spokentexts_a11_keller_loch_talk_mit_3_st_3;Ha ha.
texts_a11_keller_seil_mo_use_1__2;Remonter
spokentexts_a11_schatzkammer_seil_ex_1_st_1;Ce n'est pas une corde de premier ordre, mais ça fera l'affaire.
spokentexts_a11_keller_seil_use_1_st_1;Non. Je suis là où je dois être.
spokentexts_a11_keller_seil_use_1_st_2;Le Corbeau était là il y a encore quelques minutes. Je dois trouver un moyen de m'échapper d'ici.
sequences_a11_keller_seil_use_1#3;[Goes off until the door to the secret door toward the roof was open.]
texts_a11_keller_stadtplan_mo_ex_1;Examiner la carte
spokentexts__seq_a11_keller_stadtplan_ex_1_st_1_direction;loud
spokentexts__seq_a11_keller_stadtplan_ex_1_st_1;Eclaire le mur, Robert.
spokentexts_a11_keller_stadtplan_ex_1_st_1;Hmm. Une carte du Caire. Elle est couverte de centaines de petits trous et il y a des punaises par terre.
spokentexts_a11_keller_stadtplan_ex_1_st_2;Il y a une date notée dans le coin : 1940.
texts_a11_keller_vitrine_mo_ex_1;Examiner la vitrine
spokentexts_a11_keller_vitrine_ex_1_st_1_direction;loud
spokentexts_a11_keller_vitrine_ex_1_st_1;Je vais examiner la vitrine.
sequences_a11_keller_vitrine_ex_1#4;[The guard lights on  the glass case.]
sequences_a11_keller_vitrine_ex_1#5;[Ohi kneels down beside the crashed glass case, examins it.]
spokentexts_a11_keller_vitrine_ex_1_st_2_direction;loud
spokentexts_a11_keller_vitrine_ex_1_st_2;Comme prévu.
spokentexts_a11_keller_vitrine_ex_1_st_3_direction;loud
spokentexts_a11_keller_vitrine_ex_1_st_3;Vide ?
spokentexts_a11_keller_vitrine_ex_1_st_4_direction;loud
spokentexts_a11_keller_vitrine_ex_1_st_4;Oui. La vitrine n'a pas survécu à la chute. Le voleur n'a eu qu'à se servir.
sequences_a11_keller_vitrine_ex_1#9;[Ohi gets up itself again.]
spokentexts_a11_keller_vitrine_ex_2_st_1;Je pensais que la vitrine serait sortie de la chute plus ou moins intacte.
spokentexts_a11_keller_vitrine_ex_2_st_2;Trois des quatre fenêtres ont d'ailleurs survécu. Hmm...
texts_a11_keller_wand_mo_ex_1;Examiner les lettres
texts_a11_keller_wand_mo_ex_2;Examiner le mur
texts_a11_keller_wand_mo_leave_1;Aller en haut
texts_a11_keller_wand_mo_use_1;Activer le mécanisme
sequences_a11_keller_wand_ex_1#1;[Ohi goes  to the wall, looking at it. Then he begins to sense the gaps in the secret door, and finally scan the ground.]
spokentexts_a11_keller_wand_ex_1_st_1_direction;loud
spokentexts_a11_keller_wand_ex_1_st_1;Il y a des fissures dans le mur et des éraflures sur le sol !
spokentexts_a11_keller_wand_ex_1_st_2_direction;loud
spokentexts_a11_keller_wand_ex_1_st_2;Une porte secrète ?
spokentexts_a11_keller_wand_ex_1_st_3;Et surement la porte de sortie du Corbeau.
spokentexts_a11_keller_wand_ex_1_st_4_direction;loud
spokentexts_a11_keller_wand_ex_1_st_4;Pouvez-vous l'ouvrir ?
sequences_a11_keller_wand_ex_1#6;[Ohi scans the surface, but can not feel a grip. He tries to come in with his fingers, but the door does not move.]
spokentexts_a11_keller_wand_ex_1_st_5_direction;loud
spokentexts_a11_keller_wand_ex_1_st_5;Il y a plusieurs... panneaux. Et une sorte de poignée. Mais je ne peux ni la tourner, ni la tirer ou la pousser.
spokentexts_a11_keller_wand_ex_1_st_6_direction;loud
spokentexts_a11_keller_wand_ex_1_st_6;Quelque chose est écrit ici... mais il fait trop sombre.
spokentexts_a11_keller_wand_ex_1_st_7_direction;loud
spokentexts_a11_keller_wand_ex_1_st_7;Venez vite avec la lampe !
spokentexts_a11_keller_wand_ex_1_st_8_direction;loud
spokentexts_a11_keller_wand_ex_1_st_8;Non. Le Corbeau est pris au piège. Nous devrions appeler Legrand.
sequences_a11_keller_wand_ex_1#11;[Ohi goes to the hole, looks up.]
sequences_a11_keller_wand_ex_2#1;[Ohi goes to the hole, looks up.]
spokentexts_a11_keller_wand_ex_2_st_1;Punaise, Robert. Je ne peux pas voir ce qui est écrit sur le mur. J'ai BESOIN de la lampe torche. MAINTENANT.
spokentexts_a11_keller_wand_leave_1_st_1_direction;loud
spokentexts_a11_keller_wand_leave_1_st_1;Il est là haut, Robert. J'en suis sûr.
spokentexts_a11_keller_wand_leave_1_st_2_direction;loud
spokentexts_a11_keller_wand_leave_1_st_2;Peut être. Allez dans la salle de sécurité et ouvrez les portes !
sequences_a11_keller_wand_leave_1#3;[Ohio looks from the secret door to the door to the big hall and thinks. Which door should he take? Then he makes a decision and goes through the door to the Rough.]
spokentexts_a11_keller_wand_leave_1_st_3_direction;loud
spokentexts_a11_keller_wand_leave_1_st_3;Dites ça au directeur.
spokentexts_a11_keller_wand_leave_1_st_4_direction;loud
spokentexts_a11_keller_wand_leave_1_st_4;Zellner ! Ne faites pas ça ! C'est trop risqué !
spokentexts_a11_keller_wand_leave_1_st_5_direction;loud
spokentexts_a11_keller_wand_leave_1_st_5;Vous ne pouvez pas m'empêcher ! Plus maintenant !
sequences_a11_keller_wand_leave_1#7;[Ohi begins to climb up the stairs.]
texts_a11_minigame_geheimtuer_schriftzeichen_mo_ex_1__2__3;Examiner les lettres
spokentexts_a11_minigame_geheimtuer_schriftzeichen_ex_1_st_1;Si c'était simplement une autre langue avec un alphabet latin, j'aurais peut être pu deviner le sens.
spokentexts_a11_minigame_geheimtuer_schriftzeichen_ex_1_st_2;Mais je suis complètement perdu avec la langue arabe.
spokentexts_a11_minigame_geheimtuer_schriftzeichen_ex_1_st_3;Je vais les noter. C'est peut être un indice pour ouvrir la porte.
sequences_a11_minigame_geheimtuer_schriftzeichen_ex_1#4;[Ohio takes out his notebook and paints the signs carefully. Then he puts it back on.]
sequences_a11_minigame_geheimtuer_schriftzeichen_ex_1#5;[From now on, a notice is in the notebook.]
spokentexts__seq_a11_minigame_geheimtuer_erstmalig_st_1_direction;studied the characters 
spokentexts__seq_a11_minigame_geheimtuer_erstmalig_st_1;C'est... intéressant.
spokentexts__seq_a11_minigame_geheimtuer_erstmalig_st_2;Quatre disques... hmm. Une étonnante serrure à combinaison. 
sequences__seq_a11_minigame_geheimtuer_geloest#0;[Ohi takes the hand of the mechanism and is loooking satisfied at his work.]
sequences__seq_a11_minigame_geheimtuer_geloest#1;[We hear how the door is being unlocked, maybe it opens a piece. Ohi stands up against it, the door opens fully. Behind that stairs are visible.]
spokentexts__seq_a11_minigame_geheimtuer_geloest_st_1_direction;grim satisfaction
spokentexts__seq_a11_minigame_geheimtuer_geloest_st_1;C'est parti.
sequences_a11_keller_seq_a11_keller_ankunft#0;[Cut to the basement.]
sequences_a11_keller_seq_a11_keller_ankunft#1;[Ohi falls the last two feet down, let go of the rope.]
spokentexts_a11_keller_seq_a11_keller_ankunft_st_1;Je suis en bas !
sequences_a11_keller_seq_a11_keller_ankunft#3;[Ohi looks around, then looks up.]
spokentexts_a11_keller_seq_a11_keller_ankunft_st_2;Eclairez moi, Robert.
sequences_a11_keller_seq_a11_keller_ankunft#5;[The guard lights from above into the basement on the glass case.]
spokentexts_a11_keller_seq_a11_keller_oehi_bekommt_lampe_st_1;Très bien. Voilà comment nous allons procéder. Je vous donne la lampe et vous ouvrez la porte. Ensuite nous la surveillerons en attendant des renforts.
spokentexts_a11_keller_seq_a11_keller_oehi_bekommt_lampe_st_2;Je n'aurais pas dit mieux !
spokentexts_a11_keller_seq_a11_keller_oehi_bekommt_lampe_st_3_direction;makes himself courage
spokentexts_a11_keller_seq_a11_keller_oehi_bekommt_lampe_st_3;Pfff. Attrapez !
