characters_araber;Araber
sequences_a15_frachtraum_traeger_used_mit_gurt_2#7;[The Arab begins with all force to pull the strap. Slowly he pulls him together with chest towards carrier. Always step wise.]
sequences_a15_frachtraum_traeger_used_mit_gurt_2#8;[The chest has reached the edge of the shelf, including Arab crashing to the ground and falls over.]
sequences_a15_frachtraum_traeger_used_mit_gurt_2#9;[The Arab cgets up again, wipes his clothes.]
spokentexts_a15_frachtraum_traeger_used_mit_gurt_2_st_4_direction;sarcastic
spokentexts_a15_frachtraum_traeger_used_mit_gurt_2_st_4;Élégant.
sequences_a15_frachtraum_traeger_used_mit_gurt_2#12;[The Arab wants to clean up, wants to put the box into the shelf. But at this moment a noise is coming from the door. The Arab is startled.]
texts_a15_frachtraum_truhe_mo_ex_1;Examinez le coffre
spokentexts_a15_frachtraum_truhe_ex_1_st_1_direction;offended, complains
spokentexts_a15_frachtraum_truhe_ex_1_st_1;Pourquoi parmis tous les endroits ils ont mis le coffre sur cette étagère? Les coffres doivent être à même le sol!
sequences_a15_frachtraum_seq_a15_frachtraum_oehis_auftritt#0;[Cut to the stairs. Ohi comes down the stairs, while the hatches are closing.]
sequences_a15_frachtraum_seq_a15_frachtraum_oehis_auftritt#5;[Cut back to the Arab. ]
sequences_a15_frachtraum_seq_a15_frachtraum_oehis_auftritt#1;[The Arab slightly panicked looks around, looking for a way out.]
sequences_a15_frachtraum_seq_a15_frachtraum_oehis_auftritt#7;[Cut. You can see the tube in the foreground, behind the Arab, as he looks around.]
sequences_a15_frachtraum_seq_a15_frachtraum_oehis_auftritt#3;"[The Arab is looking at the tube. He sneaks there quickly, and he does seem to think ""Then just like that."" He looks with the tube in his hand towards the entrance. He turns from the frame (hides). ]"
sequences_a15_frachtraum_seq_a15_frachtraum_oehis_auftritt#8;[Cut to Ohi, as he kneels in front of the broken glass.]
sequences_a15_frachtraum_seq_a15_frachtraum_oehis_auftritt#9;[The Arab is behind Ohi, smash him over his head.]
sequences_a15_frachtraum_seq_a15_frachtraum_start#0;[It can be seen the chest, as she stands in a high-bay warehouse. The camera zooms slowly so that it becomes clear that it will now continue in the chest]
texts_a15_truhe_armeemesser_mo_ex_1-3;Couteau suisse de l'armée 
spokentexts_a15_truhe_armeemesser_ex_1_st_1;Mon fidèle couteau suisse de l'armée a de nombreuses lames et outils… Mais le seul dont j'ai vraiment besoin, comme une lampe poche n'est pas parmis eux.
spokentexts_a15_truhe_armeemesser_ex_2_st_1;Le couteau a été à portée de main. Et avec son aide, je pourrais avoir une chance de sortir de ce cercueil.
spokentexts_a15_truhe_armeemesser_ex_3_st_1;Je dois dire, que ce couteau est un des meilleurs cadeaux que j'ai jamais eus!
texts_a15_truhe_deckel_mo_use_1-3;Ouvrez la couverture
spokentexts_a15_truhe_deckel_use_1_st_1;J'espère que les dockers ont quitté la soute. Je ferais mieux de jetter une coup d'oeil.
sequences_a15_truhe_deckel_use_1#2;[The Arab tries to open the lid, but nothing happens.]
spokentexts_a15_truhe_deckel_use_1_st_2_direction;with effort
spokentexts_a15_truhe_deckel_use_1_st_2;Ou du moins, je jetterais un coup d'oeil, s'il était possible de l'ouvrir!
spokentexts_a15_truhe_deckel_use_1_st_3_direction;with great effort
spokentexts_a15_truhe_deckel_use_1_st_3;Hmmgh!
spokentexts_a15_truhe_deckel_use_2_st_1;Vous devez probablement tirer une poignée pour ouvrir le coffre de l'extérieur. Personne n'a pensé qu'il serait possible de l'ouvrir de l'interieur.
spokentexts_a15_truhe_deckel_use_3_st_1;Libre enfin!
sequences_a15_truhe_deckel_use_3#2;[Cut to the outside view.]
sequences_a15_truhe_deckel_use_3#3;[The cover is pushed open from the inside, but rebounds in about 15 centimeters from the chest is located on the shelf.]
spokentexts_a15_truhe_deckel_use_3_st_2_direction;unbelieving
spokentexts_a15_truhe_deckel_use_3_st_2;Vous vous moquez de moi!
sequences_a15_truhe_deckel_use_3#5;[The Arab keeps in this pose (he holds the lid open from now on. Continue in the Cargproom.]
sequences_a15_truhe_deckel_use_3#6;[From now on it will not return to the chest anymore, everything will be seen only from outside.]
texts_a15_truhe_kleidung_mo_use_1;Touchez les vêtements
spokentexts_a15_truhe_kleidung_use_1_st_1;Je suis allongé sur un tas de vêtements. Hmm. Différents tissus. Certains rugueux, certains plus doux. Celui-ci ressemble à un filet bien.
spokentexts_a15_truhe_kleidung_use_1_st_2;Non, je ne pense pas que ceci aura beaucoup d'utilité
texts_a15_truhe_schloss_mo_use_1;Sentez vous dans l'obscurité
texts_a15_truhe_schloss_mo_use_2;Touchez la serrure
texts_a15_truhe_schloss_mo_used_mit_armeemesser;Dévissez la serrure
spokentexts_a15_truhe_schloss_use_1_st_1;Hmm. Ressemble au métal. Angulaire.
spokentexts_a15_truhe_schloss_use_1_st_2;Je pense que c'est la serrure du coffre!
spokentexts_a15_truhe_schloss_use_2_st_1;Il ya de petites bosses rondes avec des fentes dans le milieu - pourrait être vis!
sequences_a15_truhe_schloss_used_mit_armeemesser_1#1;[It can be heard how he pulls out his knife and folds out different tools.]
spokentexts_a15_truhe_schloss_used_mit_armeemesser_1_st_1_direction;looking in the dark for the right tool at the knife, cuts himself
spokentexts_a15_truhe_schloss_used_mit_armeemesser_1_st_1;Bien... Où est le tournevis... Aïe! Couteau. Il y a le tournevis!
sequences_a15_truhe_schloss_used_mit_armeemesser_1#3;[It can be heard how he works with the screwdriver on the screws and begins to rotate them.]
spokentexts_a15_truhe_schloss_used_mit_armeemesser_1_st_2_direction;Effort at the end
spokentexts_a15_truhe_schloss_used_mit_armeemesser_1_st_2;Alors ... Si je viens de tourner cette ... Hmgh!
spokentexts_a15_truhe_schloss_used_mit_armeemesser_1_st_3_direction;triumphantly
spokentexts_a15_truhe_schloss_used_mit_armeemesser_1_st_3;Aha!
sequences_a15_truhe_schloss_used_mit_armeemesser_1#6;[It can be heard how the lock will be unbuild, possibly there is a little light in the chest.]
texts_a15_truhe_seitenwand_mo_use_1;Examinez le mur latéral
sequences_a15_truhe_seitenwand_use_1#1;[You hear a knocking on wood.]
spokentexts_a15_truhe_seitenwand_use_1_st_1;Ce coffre est construit comme un ... cercueil.
sequences_a15_truhe_seq_a15_truhe_start_teil2#0;[Cut to the chest. It is very dark, you can hardly see anything.]
spokentexts__seq_a15_truhe_seq_a15_truhe_start_teil2_st_1;Un jeune cambrioleur prometteur comme moi doit se cacher dans un coffre plein de caleçons et  draps.
spokentexts__seq_a15_truhe_seq_a15_truhe_start_teil2_st_2;Comment dégradant.
spokentexts__seq_a15_truhe_seq_a15_truhe_start_teil2_st_3;Je dois sortir d'ici aussi vite que possible et trouver une cachette plus agréable.
spokentexts__seq_a15_truhe_seq_a15_truhe_start_teil2_st_4;Et ce soir, je vais vous donner un indice. L'explosion aurait tué tout le monde dans le wagon de marchandises - y compris moi.
sequences_a15_truhe_seq_a15_truhe_start_teil2#5;[The player takes control.]
texts_on_screen_a15_frau_seq_a15_kabine_frau_auftritt_araber;"""Plusieurs heures plus tard"""
sequences_a15_kabine_frau_seq_a15_kabine_frau_auftritt_araber#0;[The Arab comes through the door, nad closes  the door quickly and quietly behind him and listens, if he was noticed.]
sequences_a15_kabine_frau_seq_a15_kabine_frau_auftritt_araber#1;[The young woman comes in underwear from the bathroom and is frightened.]
spokentexts_a15_kabine_frau_seq_a15_kabine_frau_auftritt_araber_st_1_direction;scared
spokentexts_a15_kabine_frau_seq_a15_kabine_frau_auftritt_araber_st_1;Ahh!
sequences_a15_kabine_frau_seq_a15_kabine_frau_auftritt_araber#3;[The Arab is swirling around.]
spokentexts_a15_kabine_frau_seq_a15_kabine_frau_auftritt_araber_st_2;Aucun besoin d'être effrayé, la demoiselle!
spokentexts_a15_kabine_frau_seq_a15_kabine_frau_auftritt_araber_st_3_direction;been excited, whispers
spokentexts_a15_kabine_frau_seq_a15_kabine_frau_auftritt_araber_st_3;Que faites-vous ici ?
sequences_a15_kabine_frau_seq_a15_kabine_frau_auftritt_araber#6;[The Arab goes towards her.]
spokentexts_a15_kabine_frau_seq_a15_kabine_frau_auftritt_araber_st_4;Je voulais vous voir!
sequences_a15_kabine_frau_seq_a15_kabine_frau_auftritt_araber#8;[The Arab takes her in his arms, he wants to kiss her, but she turns , but remains in his arms (idle).]
spokentexts_a15_kabine_frau_seq_a15_kabine_frau_auftritt_araber_st_5;Ce n'est pas le moment ni l'endroit.
sequences_a15_kabine_frau_seq_a15_kabine_frau_auftritt_araber#10;[The woman separates from him, steps back.]
spokentexts_a15_kabine_frau_seq_a15_kabine_frau_auftritt_araber_st_6;Qu'est-ce qui est arrivé sur le train ?
spokentexts_a15_kabine_frau_seq_a15_kabine_frau_auftritt_araber_st_7;Rien! Rien de grave. Tout le monde va bien.
spokentexts_a15_kabine_frau_seq_a15_kabine_frau_auftritt_araber_st_8;Le pouce est dangereux! Je vous ai avertis.
sequences_a15_kabine_frau_seq_a15_kabine_frau_auftritt_araber#14;[The Arab takes a step, takes her again in his arms.]
spokentexts_a15_kabine_frau_seq_a15_kabine_frau_auftritt_araber_st_9;Je sais. C'est pourquoi nous sommes prudents.
spokentexts_a15_kabine_frau_seq_a15_kabine_frau_auftritt_araber_st_10_direction;playful
spokentexts_a15_kabine_frau_seq_a15_kabine_frau_auftritt_araber_st_10;Et ... vous a un beau et jeune voleur intelligent à vos côtés!
spokentexts_a15_kabine_frau_seq_a15_kabine_frau_auftritt_araber_st_11_direction;playful
spokentexts_a15_kabine_frau_seq_a15_kabine_frau_auftritt_araber_st_11;Et humble aussi!
sequences_a15_kabine_frau_seq_a15_kabine_frau_auftritt_araber#18;[ Ils s'embrassent.]
spokentexts_a15_kabine_frau_seq_a15_kabine_frau_auftritt_araber_st_12;Ne vous inquiétez pas, je vais prendre soin de vous.
sequences_a15_kabine_frau_seq_a15_kabine_frau_auftritt_araber#20;[The young woman smiles, throws him on the bed, sits down on him, bends down and kisses him.]
spokentexts_a15_kabine_frau_seq_a15_kabine_frau_auftritt_araber_st_13_direction;playful
spokentexts_a15_kabine_frau_seq_a15_kabine_frau_auftritt_araber_st_13;Qu'ai-je fait pour mériter une telle chance!
sequences_a15_kabine_frau_seq_a15_kabine_frau_auftritt_araber#22;[She gets up, the Arab wants also to get up with his upper body and has to realize that his hand is attached with a handcuff on the grid of the bed.]
sequences_a15_kabine_frau_seq_a15_kabine_frau_auftritt_araber#23;[He smiles, takes the head of his girlfriend in the other hand, pulls her down to him. They kiss passionately.]
sequences_a15_kabine_frau_seq_a15_kabine_frau_auftritt_araber#24;[*** END OF SECTION AND THE END OF CHAPTER 2 ***]
sequences_a15_treppensaal_seq_a15_treppensaal_araber_lauscht#0;[The Arab is sneaking through the stair hall. He's near the cabin door of the young woman. It should not act as if this door its his destination.]
spokentexts_a15_treppensaal_seq_a15_treppensaal_araber_lauscht_st_1_direction;indistinct, far away
spokentexts_a15_treppensaal_seq_a15_treppensaal_araber_lauscht_st_1;Je ne peux pas imaginer qu'il venait juste de partir.
spokentexts_a15_treppensaal_seq_a15_treppensaal_araber_lauscht_st_2_direction;indistinct, far away
spokentexts_a15_treppensaal_seq_a15_treppensaal_araber_lauscht_st_2;Ouais et sans dire au revoir, non plus.
sequences_a15_treppensaal_seq_a15_treppensaal_araber_lauscht#3;[The Arab looking around frantically. The voices are coming up the stairs. He opens the cabin door  of the young woman quickly and quietly, and slips through.]
texts_a15_frachtraum_mann_mo_ex_1a__1b;Regardez l'homme
texts_a15_frachtraum_mann_mo_used_mit_messer;Utilisez le couteau sur l'homme
texts_a15_frachtraum_mann_mo_used_mit_rohr;Battez l'homme
spokentexts_a15_frachtraum_mann_ex_1a_st_1_direction;whisper, afraid
spokentexts_a15_frachtraum_mann_ex_1a_st_1;Qui que ce soit, je ne peux pas le laisser me trouver!
spokentexts_a15_frachtraum_mann_ex_1b_st_1_direction;whisper, afraid
spokentexts_a15_frachtraum_mann_ex_1b_st_1;Je dois passer devant lui sans me faire voir!
spokentexts_a15_frachtraum_mann_used_mit_messer_st_1_direction;indignantly
spokentexts_a15_frachtraum_mann_used_mit_messer_st_1;Non! Je ne le poignarderai pas!
sequences_a15_frachtraum_mann_used_mit_rohr#3;[The Arab throws away the tube. He then kneels down and turns Ohi, he's holding him tight (idle).]
spokentexts_a15_frachtraum_mann_used_mit_rohr_st_2_direction;laughs sarcastically
spokentexts_a15_frachtraum_mann_used_mit_rohr_st_2;Oh, super !
spokentexts_a15_frachtraum_mann_used_mit_rohr_st_3;OK ... Je vais l'attacher puis sortir d'ici avant qu'ils commencent à le chercher.
spokentexts_a15_frachtraum_mann_used_mit_rohr_st_4_direction;happy
spokentexts_a15_frachtraum_mann_used_mit_rohr_st_4;Et j'ai déjà une idée où je peux me cacher...
